,rank,id,form-id,name,form,alias,move,move-rate,ability,ability-rate,item,item-rate,terastal,terastal-rate
0661-000,9999,661,0,ヤヤコマ,,ヤヤコマ,"['おいかぜ', 'でんこうせっか', 'じたばた', 'アクロバット', 'ブレイブバード', 'ちょうはつ', 'とんぼがえり', 'はがねのつばさ', 'つつく', 'なきごえ']","[93.4, 65.1, 65.1, 53.9, 30.3, 25.7, 15.1, 13.8, 6.6, 6.6]","['はやてのつばさ', 'はとむね']","[96.9, 3.1]","['きあいのタスキ', 'だっしゅつボタン', 'あつぞこブーツ', 'ものまねハーブ', 'ゴツゴツメット']","[79.4, 9.5, 4.8, 4.8, 1.6]",,
0662-000,9999,662,0,ヒノヤコマ,,ヒノヤコマ,"['はねやすめ', 'おにび', 'ちょうはつ', 'ニトロチャージ', 'とんぼがえり', 'おいかぜ', 'つるぎのまい', 'ほのおのうず', 'はがねのつばさ', 'でんこうせっか']","[85.6, 65.2, 43.1, 35.4, 35.4, 27.1, 20.4, 20.4, 12.7, 11.6]","['ほのおのからだ', 'はやてのつばさ']","[98.8, 1.2]","['しんかのきせき', 'あつぞこブーツ']","[98.8, 1.3]","['はがね', 'ひこう', 'ほのお', 'ノーマル', 'フェアリー']","[50.0, 14.3, 14.3, 14.3, 7.1]"
0664-000,9999,664,0,コフキムシ,,コフキムシ,"['いとをはく', 'たいあたり', 'しびれごな', 'むしくい', 'いかりのこな', 'むしのていこう', 'テラバースト', 'どくのこな', 'とびつく']","[100.0, 56.7, 53.3, 23.3, 20.0, 20.0, 20.0, 16.7, 6.7]",['りんぷん'],[100.0],,,,
0665-000,9999,665,0,コフーライ,,コフーライ,"['むしくい', 'テラバースト', 'たいあたり', 'むしのていこう', 'いとをはく', 'しびれごな', 'とびつく', 'まもる', 'かたくなる', 'どくのこな']","[89.4, 67.1, 64.7, 58.8, 32.9, 24.7, 21.2, 20.0, 10.6, 10.6]",['だっぴ'],[100.0],"['ものしりメガネ', 'しんかのきせき']","[50.0, 50.0]",['むし'],[100.0]
0667-000,9999,667,0,シシコ,,シシコ,"['がむしゃら', 'あくび', 'こらえる', 'かえんほうしゃ', 'オーバーヒート', 'ほのおのうず', 'ちょうはつ', 'みがわり', 'おたけび', 'ずつき']","[94.0, 84.3, 84.3, 67.9, 14.9, 9.7, 9.7, 9.7, 3.7, 3.7]","['きんちょうかん', 'とうそうしん']","[97.2, 2.8]","['きあいのタスキ', 'カムラのみ']","[96.3, 3.7]",,
0668-000,9999,668,0,カエンジシ,,カエンジシ,"['かえんほうしゃ', 'ハイパーボイス', 'あくのはどう', 'おにび', 'テラバースト', 'ちょうはつ', 'オーバーヒート', 'あくび', 'だいもんじ', 'バークアウト']","[66.8, 48.2, 43.7, 34.8, 28.4, 22.2, 21.3, 20.9, 16.3, 16.1]","['きんちょうかん', 'とうそうしん', 'じしんかじょう']","[81.5, 13.6, 5.0]","['きあいのタスキ', 'いのちのたま', 'のどスプレー', 'たべのこし', 'オボンのみ', 'こだわりメガネ', 'とつげきチョッキ', 'たつじんのおび', 'ゴツゴツメット', 'だっしゅつパック']","[15.4, 14.6, 9.1, 8.2, 7.4, 7.1, 4.9, 4.6, 3.8, 2.4]","['フェアリー', 'ノーマル', 'ほのお', 'くさ', 'あく', 'エスパー', 'ゴースト', 'みず', 'こおり', 'でんき']","[31.8, 20.2, 15.3, 11.6, 5.9, 4.2, 3.1, 2.5, 2.3, 0.7]"
0669-000,9999,669,0,フラベベ,,フラベベ,"['つるのムチ', 'ようせいのかぜ', 'たいあたり', 'ねがいごと', 'おいわい', 'はなびらのまい', 'めいそう', 'こうごうせい', 'ミストフィールド', 'ムーンフォース']","[72.2, 44.4, 44.4, 38.9, 33.3, 11.1, 11.1, 11.1, 11.1, 11.1]",['フラワーベール'],[100.0],['しんかのきせき'],[100.0],,
0670-000,9999,670,0,フラエッテ,,フラエッテ,"['ムーンフォース', 'めいそう', 'こうごうせい', 'ねがいごと', 'バトンタッチ', 'あまえる', 'アシストパワー', 'まもる', 'ギガドレイン', 'ねごと']","[76.0, 69.0, 43.0, 39.0, 29.0, 26.0, 24.0, 21.0, 13.0, 8.0]","['フラワーベール', 'きょうせい']","[96.4, 3.6]","['しんかのきせき', 'ナモのみ', 'たべのこし']","[92.9, 3.6, 3.6]","['くさ', 'フェアリー', 'ひこう', 'いわ']","[69.2, 15.4, 7.7, 7.7]"
0672-000,9999,672,0,メェークル,,メェークル,"['やどりぎのタネ', 'こうごうせい', 'ミルクのみ', 'じならし', 'みがわり', 'くさむすび', 'まもる', 'ウッドホーン', 'なみのり', 'マジカルリーフ']","[94.3, 41.8, 39.3, 21.3, 20.5, 19.7, 18.9, 18.0, 16.4, 16.4]","['そうしょく', 'くさのけがわ']","[75.0, 25.0]","['しんかのきせき', 'オボンのみ', 'せんせいのツメ']","[75.0, 16.7, 8.3]",,
0673-000,9999,673,0,ゴーゴート,,ゴーゴート,"['ウッドホーン', 'じしん', 'ビルドアップ', 'テラバースト', 'なみのり', 'くさむすび', 'じゃれつく', 'やどりぎのタネ', 'エナジーボール', 'ミルクのみ']","[47.6, 37.4, 35.2, 34.6, 33.4, 29.8, 27.7, 27.3, 26.5, 19.4]","['そうしょく', 'くさのけがわ']","[89.0, 11.0]","['こだわりメガネ', 'たべのこし', 'とつげきチョッキ', 'ゴツゴツメット', 'オボンのみ', 'いのちのたま', 'グラスシード', 'ラムのみ', 'おおきなねっこ', 'いかさまダイス']","[22.2, 16.6, 10.7, 7.3, 6.1, 5.9, 5.8, 4.0, 3.8, 3.2]","['みず', 'こおり', 'じめん', 'ほのお', 'いわ', 'くさ', 'フェアリー', 'はがね', 'かくとう', 'ドラゴン']","[26.6, 24.5, 13.0, 10.4, 7.9, 7.9, 3.6, 1.2, 1.1, 0.9]"
0690-000,9999,690,0,クズモー,,クズモー,"['ハイドロポンプ', 'アシッドボム', 'どくびし', 'なみのり', 'どくどく', 'ようかいえき', 'みずでっぽう', 'たつまき', 'くろいきり']","[54.5, 42.4, 42.4, 42.4, 42.4, 3.0, 3.0, 3.0, 3.0]",['てきおうりょく'],[100.0],"['こだわりメガネ', 'きあいのタスキ']","[65.4, 34.6]",['みず'],[100.0]
0692-000,9999,692,0,ウデッポウ,,ウデッポウ,"['あくのはどう', 'みずのはどう', 'はどうだん', 'みずでっぽう', 'りゅうのはどう', 'アクアジェット', 'はねる', 'うちおとす', 'じたばた', 'れいとうビーム']","[60.0, 60.0, 60.0, 40.0, 40.0, 30.0, 20.0, 20.0, 20.0, 10.0]",['メガランチャー'],[100.0],"['いのちのたま', 'こだわりメガネ']","[60.0, 40.0]",,
0702-000,9999,702,0,デデンネ,,デデンネ,"['ほっぺすりすり', 'いかりのまえば', 'あまえる', 'かいでんぱ', 'ボルトチェンジ', 'マジカルシャイン', 'くさむすび', '１０まんボルト', 'ひかりのかべ', 'とんぼがえり']","[89.1, 64.8, 62.3, 43.6, 40.8, 32.2, 10.1, 9.0, 7.3, 7.0]","['ほおぶくろ', 'ものひろい', 'プラス']","[83.0, 13.9, 3.1]","['オボンのみ', 'きあいのタスキ', 'こだわりメガネ', 'シュカのみ', 'フィラのみ', 'いのちのたま', 'とつげきチョッキ', 'カムラのみ', 'こだわりスカーフ', 'ゴツゴツメット']","[66.3, 10.2, 5.1, 3.2, 2.2, 2.1, 1.1, 1.1, 1.1, 0.9]","['フェアリー', 'でんき', 'ノーマル', 'くさ', 'ひこう', 'ほのお', 'はがね', 'みず', 'じめん', 'こおり']","[39.0, 15.2, 10.1, 8.4, 8.4, 6.1, 2.5, 2.0, 1.8, 1.8]"
0704-000,9999,704,0,ヌメラ,,ヌメラ,"['カウンター', 'りゅうのいぶき', 'テラバースト', 'りゅうせいぐん', 'マッドショット', 'りゅうのはどう', 'あまえる', 'のしかかり', 'ひやみず', 'ヘドロばくだん']","[69.9, 45.8, 43.8, 40.2, 32.5, 27.3, 27.3, 14.9, 14.1, 13.7]","['そうしょく', 'ぬめぬめ', 'うるおいボディ']","[80.0, 16.3, 3.8]","['きあいのタスキ', 'しんかのきせき']","[81.8, 18.2]","['ドラゴン', 'ほのお']","[50.0, 50.0]"
0705-000,9999,705,0,ヌメイル,,ヌメイル,"['アシッドボム', 'りゅうのはどう', 'ねむる', 'ひやみず', 'あまごい', 'とける', 'ヘドロばくだん', 'マッドショット', 'テラバースト', 'れいとうビーム']","[56.9, 34.8, 33.3, 27.0, 21.5, 20.9, 18.4, 17.9, 17.3, 16.9]","['そうしょく', 'うるおいボディ', 'ぬめぬめ']","[52.2, 29.1, 18.7]","['しんかのきせき', 'とつげきチョッキ', 'きあいのタスキ', 'たべのこし']","[88.3, 10.9, 0.4, 0.4]","['どく', 'はがね', 'ドラゴン', 'ほのお', 'ゴースト', 'みず', 'いわ', 'こおり', 'じめん', 'フェアリー']","[23.0, 16.4, 14.8, 13.1, 11.5, 6.6, 6.6, 3.3, 1.6, 1.6]"
0712-000,9999,712,0,カチコール,,カチコール,"['ミラーコート', 'のろい', 'ゆきなだれ', 'じこさいせい', 'ひやみず', 'こうそくスピン', 'まもる', 'こごえるかぜ', 'てっぺき', 'ゆきげしき']","[97.6, 63.9, 52.4, 47.0, 35.5, 30.7, 22.3, 21.1, 13.3, 9.0]","['がんじょう', 'アイスボディ']","[88.9, 11.1]","['ゴツゴツメット', 'レッドカード', 'しんかのきせき', 'きあいのタスキ', 'せんせいのツメ']","[33.3, 33.3, 20.0, 11.1, 2.2]","['ゴースト', 'でんき']","[90.0, 10.0]"
0714-000,9999,714,0,オンバット,,オンバット,"['エアスラッシュ', 'いかりのまえば', 'ドラゴンダイブ', 'おいかぜ', 'ハイパーボイス', 'いやなおと', 'はねやすめ']","[100.0, 93.5, 50.0, 50.0, 50.0, 50.0, 6.5]",['おみとおし'],[100.0],['しんかのきせき'],[100.0],,
0734-000,9999,734,0,ヤングース,,ヤングース,"['にらみつける', 'たいあたり', 'ふるいたてる', 'しっぺがえし', 'すなかけ', 'かみつく']","[83.3, 83.3, 16.7, 16.7, 16.7, 16.7]","['はりこみ', 'がんじょうあご']","[80.0, 20.0]",,,,
0735-000,9999,735,0,デカグース,,デカグース,"['あくび', 'とっておき', 'かみくだく', 'あばれる', 'ギガインパクト', 'じしん', 'ちょうはつ', 'しっぺがえし', 'とんぼがえり', 'のしかかり']","[61.2, 42.1, 28.4, 18.7, 16.4, 13.4, 13.2, 12.3, 10.9, 10.1]","['はりこみ', 'てきおうりょく', 'がんじょうあご']","[67.7, 24.9, 7.4]","['きあいのタスキ', 'オボンのみ', 'レッドカード', 'いのちのたま', 'ノーマルジュエル', 'こだわりハチマキ', 'ラムのみ', 'シルクのスカーフ', 'でんきだま', 'メンタルハーブ']","[11.8, 11.4, 11.1, 10.6, 9.5, 9.2, 8.0, 7.3, 3.1, 3.0]","['ノーマル', 'あく', 'じめん', 'ほのお', 'ゴースト', 'フェアリー', 'はがね', 'くさ', 'エスパー', 'ひこう']","[65.5, 12.0, 7.8, 4.3, 2.7, 2.3, 1.6, 1.2, 0.8, 0.8]"
0739-000,9999,739,0,マケンカニ,,マケンカニ,"['きしかいせい', 'がむしゃら', 'こらえる', 'どろぼう', 'ドレインパンチ', 'かわらわり', 'じしん', 'スピードスター', 'しっぺがえし', 'れいとうパンチ']","[91.9, 88.8, 87.0, 38.5, 30.4, 13.7, 8.7, 5.0, 5.0, 4.3]","['かいりきバサミ', 'てつのこぶし']","[57.1, 42.9]","['カムラのみ', 'きあいのタスキ', 'とつげきチョッキ', 'こだわりスカーフ']","[53.6, 37.5, 5.4, 3.6]",['かくとう'],[100.0]
0740-000,9999,740,0,ケケンカニ,,ケケンカニ,"['アイスハンマー', 'かみなりパンチ', 'ドレインパンチ', 'じしん', 'インファイト', 'クラブハンマー', 'れいとうパンチ', 'ビルドアップ', 'かわらわり', 'テラバースト']","[78.0, 57.0, 56.4, 43.6, 41.5, 23.5, 20.7, 10.4, 10.0, 7.7]","['てつのこぶし', 'かいりきバサミ', 'いかりのつぼ']","[89.4, 9.2, 1.4]","['パンチグローブ', 'いのちのたま', 'とつげきチョッキ', 'こだわりハチマキ', 'きあいのタスキ', 'たつじんのおび', 'オボンのみ', 'くろいてっきゅう', 'ラムのみ', 'からぶりほけん']","[33.8, 27.2, 13.5, 5.1, 4.7, 3.6, 1.8, 1.4, 1.2, 1.1]","['かくとう', 'でんき', 'こおり', 'みず', 'ほのお', 'ゴースト', 'じめん', 'はがね', 'どく', 'ノーマル']","[50.0, 11.4, 8.0, 7.8, 6.5, 5.3, 4.2, 1.9, 1.5, 0.8]"
0741-000,9999,741,0,オドリドリ,めらめらスタイル,オドリドリ(めらめら),"['めざめるダンス', 'ちょうのまい', 'エアスラッシュ', 'バトンタッチ', 'はねやすめ', 'ぼうふう', 'みがわり', 'ちょうはつ', 'こごえるかぜ', 'フェザーダンス']","[94.5, 86.7, 61.5, 47.5, 28.1, 13.7, 12.8, 12.8, 10.4, 9.0]",['おどりこ'],[100.0],"['ものまねハーブ', 'きあいのタスキ', 'あつぞこブーツ', 'ラムのみ', 'ぼうじんゴーグル', 'オボンのみ', 'たべのこし', 'ゴツゴツメット', 'いのちのたま', 'おんみつマント']","[36.9, 14.3, 10.8, 7.9, 6.2, 5.9, 5.3, 2.6, 2.0, 1.2]","['フェアリー', 'くさ', 'ひこう', 'ほのお', 'あく', 'じめん', 'でんき', 'はがね', 'みず', 'ドラゴン']","[39.3, 11.1, 9.5, 5.6, 5.5, 4.9, 4.7, 4.1, 3.5, 3.5]"
0744-000,9999,744,0,イワンコ,,イワンコ,"['ステルスロック', 'がんせきふうじ', 'ほえる', 'ちょうはつ', 'がむしゃら', 'たいあたり', 'かみくだく', 'にらみつける', 'サイコファング', 'あまえる']","[82.4, 70.6, 57.1, 32.8, 30.3, 23.5, 19.3, 10.9, 9.2, 9.2]","['やるき', 'マイペース', 'するどいめ']","[62.5, 23.2, 14.3]","['きあいのタスキ', 'シュカのみ']","[97.8, 2.2]",,
0745-000,9999,745,0,ルガルガン,まひるのすがた,ルガルガン(まひる),"['アクセルロック', 'インファイト', 'ステルスロック', 'ストーンエッジ', 'がむしゃら', 'ちょうはつ', 'つるぎのまい', 'ドリルライナー', 'じゃれつく', 'ふいうち']","[66.6, 53.3, 38.0, 26.6, 26.4, 23.2, 16.7, 16.6, 16.5, 16.5]","['すなかき', 'するどいめ', 'ふくつのこころ']","[71.7, 20.3, 8.0]","['きあいのタスキ', 'いのちのたま', 'いかさまダイス', 'こだわりハチマキ', 'ラムのみ', 'とつげきチョッキ', 'たつじんのおび', 'するどいツメ', 'ちからのハチマキ', 'こだわりスカーフ']","[57.3, 16.1, 9.2, 5.8, 2.4, 1.7, 1.3, 0.7, 0.6, 0.6]","['いわ', 'かくとう', 'ほのお', 'くさ', 'あく', 'こおり', 'ゴースト', 'でんき', 'はがね', 'じめん']","[68.2, 7.6, 5.8, 4.9, 2.1, 1.9, 1.8, 1.5, 1.4, 1.4]"
0747-000,9999,747,0,ヒドイデ,,ヒドイデ,"['じこさいせい', 'どくどく', 'まもる', 'ベノムショック', 'たくわえる', 'かみつく', 'ミサイルばり', 'アクアブレイク', 'ワイドガード', 'どくびし']","[88.7, 54.7, 47.2, 45.3, 37.7, 30.2, 17.0, 15.1, 13.2, 13.2]","['さいせいりょく', 'じゅうなん', 'ひとでなし']","[38.5, 38.5, 23.1]","['しんかのきせき', 'くろいヘドロ', 'きあいのタスキ']","[53.8, 23.1, 23.1]",,
0749-000,9999,749,0,ドロバンコ,,ドロバンコ,"['ねごと', 'じわれ', 'うちおとす', 'ねむる', 'じしん', 'じだんだ', 'ほえる', 'ステルスロック', 'にどげり', 'ふみつけ']","[55.8, 55.8, 50.4, 45.7, 28.7, 23.3, 21.7, 19.4, 18.6, 18.6]",['じきゅうりょく'],[100.0],"['しんかのきせき', 'きあいのタスキ', 'オボンのみ']","[91.8, 4.9, 3.3]","['じめん', 'くさ']","[80.0, 20.0]"
0753-000,9999,753,0,カリキリ,,カリキリ,"['リーフブレード', 'くさわけ', 'リーフストーム', 'つるぎのまい', 'にほんばれ', 'こうごうせい', 'ソーラービーム', 'シザークロス', 'せいちょう', 'れんぞくぎり']","[91.7, 50.0, 50.0, 50.0, 41.7, 41.7, 25.0, 16.7, 8.3, 8.3]","['あまのじゃく', 'リーフガード']","[50.0, 50.0]",['こだわりスカーフ'],[100.0],,
0754-000,9999,754,0,ラランテス,,ラランテス,"['リーフストーム', 'テラバースト', 'ギガドレイン', 'かふんだんご', 'こうごうせい', 'なやみのタネ', 'かわらわり', 'はかいこうせん', 'みがわり', 'リーフブレード']","[97.3, 76.5, 46.1, 41.6, 31.3, 21.6, 13.2, 13.1, 8.4, 6.0]","['あまのじゃく', 'リーフガード']","[98.7, 1.3]","['とつげきチョッキ', 'たべのこし', 'こだわりメガネ', 'いのちのたま', 'オボンのみ', 'ラムのみ', 'こだわりスカーフ', 'こうかくレンズ', 'きせきのタネ', 'メトロノーム']","[30.6, 20.5, 10.8, 5.7, 5.1, 3.9, 3.8, 3.0, 2.8, 2.4]","['みず', 'くさ', 'ほのお', 'いわ', 'じめん', 'フェアリー', 'あく', 'ドラゴン', 'こおり', 'ゴースト']","[33.3, 21.9, 17.2, 11.1, 4.0, 3.5, 1.5, 1.4, 1.1, 1.0]"
0757-000,9999,757,0,ヤトウモリ,,ヤトウモリ,"['どくどく', 'がむしゃら', 'みがわり', 'イカサマ', 'まもる', 'こらえる', 'おにび', 'ベノムショック', 'わるだくみ', 'アシッドボム']","[90.8, 80.0, 54.6, 38.9, 33.5, 25.9, 14.1, 10.8, 9.2, 6.5]",['ふしょく'],[100.0],"['しんかのきせき', 'きあいのタスキ', 'カムラのみ', 'せんせいのツメ']","[72.7, 20.8, 5.2, 1.3]",['どく'],[100.0]
0761-000,9999,761,0,アマカジ,,アマカジ,"['なかよくする', 'テラバースト', 'ひかりのかべ', 'リフレクター', 'がむしゃら', 'こうそくスピン', 'はねる', 'じたばた', 'はっぱカッター', 'こらえる']","[45.7, 42.9, 42.9, 42.9, 42.9, 25.7, 25.7, 25.7, 25.7, 5.7]",['リーフガード'],[100.0],['ひかりのねんど'],[100.0],,
0762-000,9999,762,0,アママイコ,,アママイコ,"['がむしゃら', 'リフレクター', 'こうそくスピン', 'ひかりのかべ', 'こらえる', 'フラフラダンス', 'あまえる', 'あまいかおり', 'なかよくする', 'マジカルリーフ']","[91.4, 80.2, 79.0, 55.6, 28.4, 25.9, 9.9, 7.4, 7.4, 4.9]","['どんかん', 'スイートベール']","[95.2, 4.8]",['きあいのタスキ'],[100.0],,
0765-000,9999,765,0,ヤレユータン,,ヤレユータン,"['サイコキネシス', 'あくび', 'トリックルーム', 'イカサマ', 'ちょうはつ', 'めいそう', 'リフレクター', 'サイコショック', 'アシストパワー', '１０まんボルト']","[49.3, 41.9, 37.0, 36.3, 25.4, 21.9, 17.5, 13.4, 12.2, 11.9]","['せいしんりょく', 'テレパシー', 'きょうせい']","[69.6, 18.2, 12.2]","['たべのこし', 'オボンのみ', 'メンタルハーブ', 'ぼうじんゴーグル', 'こだわりメガネ', 'ひかりのねんど', 'ラムのみ', 'ものしりメガネ', 'くろいてっきゅう', 'たつじんのおび']","[12.3, 10.6, 10.3, 9.2, 7.6, 6.5, 4.3, 3.6, 3.5, 3.3]","['ノーマル', 'フェアリー', 'かくとう', 'でんき', 'エスパー', 'あく', 'ドラゴン', 'はがね', 'こおり', 'くさ']","[25.4, 23.7, 22.0, 6.8, 5.1, 5.1, 3.4, 3.4, 1.7, 1.7]"
0766-000,9999,766,0,ナゲツケサル,,ナゲツケサル,"['はたきおとす', 'インファイト', 'とんぼがえり', 'アイアンヘッド', 'ドレインパンチ', 'じしん', 'ビルドアップ', 'くさわけ', 'なげつける', 'いわなだれ']","[62.7, 58.1, 44.3, 34.6, 29.0, 23.5, 18.6, 17.2, 13.0, 10.1]","['まけんき', 'レシーバー']","[80.7, 19.3]","['こだわりスカーフ', 'とつげきチョッキ', 'きあいのタスキ', 'いのちのたま', 'ゴツゴツメット', 'でかいきんのたま', 'かえんだま', 'たつじんのおび', 'ものまねハーブ', 'でんきだま']","[40.2, 9.4, 9.3, 5.0, 4.4, 3.8, 3.1, 2.8, 2.2, 2.0]","['はがね', 'かくとう', 'あく', 'ノーマル', 'じめん', 'こおり', 'ゴースト', 'フェアリー', 'ひこう', 'ほのお']","[32.2, 25.8, 12.6, 7.4, 5.3, 3.3, 2.6, 2.4, 2.1, 1.9]"
0769-000,9999,769,0,スナバァ,,スナバァ,"['すなあつめ', 'ナイトヘッド', 'すなじごく', 'てっぺき', 'すなあらし', 'さいみんじゅつ', 'みちづれ', 'たたりめ', 'ステルスロック', 'メガドレイン']","[68.6, 62.1, 58.6, 47.3, 40.2, 29.0, 25.4, 22.5, 14.8, 5.3]","['みずがため', 'すながくれ']","[65.4, 34.6]","['しんかのきせき', 'きあいのタスキ']","[93.8, 6.3]","['ノーマル', 'ゴースト', 'じめん']","[50.0, 33.3, 16.7]"
0770-000,9999,770,0,シロデスナ,,シロデスナ,"['だいちのちから', 'すなあつめ', 'シャドーボール', 'ギガドレイン', 'のろい', 'ステルスロック', 'トリック', 'てっぺき', 'すなじごく', 'みちづれ']","[63.2, 57.5, 53.9, 46.8, 24.0, 23.2, 21.1, 15.1, 13.7, 13.6]","['みずがため', 'すながくれ']","[92.7, 7.3]","['たべのこし', 'こうこうのしっぽ', 'ゴツゴツメット', 'じゃくてんほけん', 'こだわりメガネ', 'とつげきチョッキ', 'オボンのみ', 'おんみつマント', 'ひかりのこな', 'いのちのたま']","[18.2, 11.6, 10.6, 10.1, 8.0, 6.8, 5.2, 4.7, 3.7, 2.9]","['くさ', 'じめん', 'ゴースト', 'みず', 'ノーマル', 'フェアリー', 'はがね', 'ひこう', 'ドラゴン', 'ほのお']","[59.3, 8.7, 6.8, 5.5, 4.4, 4.3, 2.1, 2.1, 1.6, 1.4]"
0775-000,9999,775,0,ネッコアラ,,ネッコアラ,"['ふいうち', 'じしん', 'こうそくスピン', 'とんぼがえり', 'あくび', 'じゃれつく', 'なげつける', 'ウッドハンマー', 'のしかかり', 'アイススピナー']","[82.3, 37.3, 31.8, 24.3, 24.1, 23.4, 20.3, 17.0, 13.8, 13.6]",['ぜったいねむり'],[100.0],"['とつげきチョッキ', 'オボンのみ', 'かえんだま', 'いのちのたま', 'きあいのタスキ', 'たべのこし', 'どくどくだま', 'こだわりハチマキ', 'たつじんのおび', 'カムラのみ']","[27.5, 15.5, 15.4, 10.4, 4.3, 3.7, 3.6, 3.3, 2.6, 1.2]","['ノーマル', 'フェアリー', 'ひこう', 'ゴースト', 'じめん', 'あく', 'くさ', 'ほのお', 'どく', 'こおり']","[23.3, 23.2, 15.2, 13.0, 7.9, 7.7, 2.8, 2.2, 1.3, 1.1]"
0779-000,9999,779,0,ハギギシリ,,ハギギシリ,"['サイコファング', 'かみくだく', 'こおりのキバ', 'ウェーブタックル', 'アクアジェット', 'どくどくのキバ', 'つるぎのまい', 'たきのぼり', 'いかりのまえば', 'ちょうはつ']","[95.1, 68.8, 66.8, 62.3, 46.8, 8.5, 7.4, 6.3, 5.2, 5.0]","['がんじょうあご', 'ビビッドボディ', 'ミラクルスキン']","[70.2, 28.6, 1.2]","['こだわりスカーフ', 'いのちのたま', 'きあいのタスキ', 'こだわりハチマキ', 'ものまねハーブ', 'ちからのハチマキ', 'しんぴのしずく', 'たつじんのおび', 'ひかりのねんど', 'おんみつマント']","[44.6, 15.3, 15.0, 6.2, 4.6, 2.7, 2.3, 1.7, 1.5, 1.2]","['エスパー', 'みず', 'あく', 'こおり', 'フェアリー', 'かくとう', 'はがね', 'ほのお', 'どく', 'でんき']","[39.3, 28.1, 16.5, 7.7, 4.2, 1.7, 0.7, 0.5, 0.5, 0.3]"
0819-000,9999,819,0,ホシガリス,,ホシガリス,"['カウンター', 'いかりのまえば', 'タネマシンガン', 'たくわえる', 'ねむる', 'どろかけ', 'かみくだく', 'ほおばる', 'テラバースト', 'ゲップ']","[79.1, 67.4, 46.5, 39.5, 39.5, 30.2, 30.2, 18.6, 11.6, 11.6]",['ほおぶくろ'],[100.0],"['きあいのタスキ', 'しんかのきせき', 'ヤタピのみ']","[44.4, 44.4, 11.1]",['フェアリー'],[100.0]
0820-000,9999,820,0,ヨクバリス,,ヨクバリス,"['ボディプレス', 'ほおばる', 'じしん', 'はらだいこ', 'カウンター', 'たくわえる', 'どろぼう', 'かみくだく', 'のしかかり', 'いかりのまえば']","[54.2, 38.2, 32.5, 31.3, 29.3, 26.8, 24.5, 23.1, 22.8, 19.1]","['ほおぶくろ', 'くいしんぼう']","[98.7, 1.3]","['オボンのみ', 'リュガのみ', 'フィラのみ', 'ズアのみ', 'ウイのみ', 'チイラのみ', 'ヨプのみ', 'マゴのみ', 'あついいわ', 'イアのみ']","[52.7, 19.4, 18.2, 2.3, 1.4, 1.3, 0.6, 0.5, 0.5, 0.5]","['ノーマル', 'フェアリー', 'ゴースト', 'かくとう', 'くさ', 'どく', 'じめん', 'あく', 'はがね', 'ひこう']","[20.8, 20.4, 14.4, 11.9, 8.9, 4.1, 3.4, 2.6, 2.6, 2.4]"
0821-000,9999,821,0,ココガラ,,ココガラ,"['つめとぎ', 'おいかぜ', 'ついばむ', 'ちょうはつ', 'ブレイブバード', 'とんぼがえり', 'みだれづき', 'きりばらい', 'つけあがる', 'にらみつける']","[75.0, 60.0, 60.0, 45.0, 35.0, 35.0, 35.0, 25.0, 20.0, 5.0]","['きんちょうかん', 'するどいめ']","[50.0, 50.0]","['いのちのたま', 'きあいのタスキ']","[50.0, 50.0]",,
0822-000,9999,822,0,アオガラス,,アオガラス,"['ちょうはつ', 'ついばむ', 'きりばらい', 'おいかぜ', 'つめとぎ', 'ドリルくちばし', 'からげんき']","[100.0, 80.0, 80.0, 80.0, 20.0, 20.0, 20.0]",['きんちょうかん'],[100.0],['あつぞこブーツ'],[100.0],,
0833-000,9999,833,0,カムカメ,,カムカメ,"['アクアブレイク', 'カウンター', 'かみつく', 'みずでっぽう', 'ずつき', 'かみくだく', 'からをやぶる', 'こおりのキバ', 'くらいつく', 'のしかかり']","[54.8, 50.0, 45.2, 45.2, 33.3, 31.0, 31.0, 31.0, 19.0, 16.7]",['がんじょうあご'],[100.0],['きあいのタスキ'],[100.0],['みず'],[100.0]
0837-000,9999,837,0,タンドン,,タンドン,"['だいばくはつ', 'うちおとす', 'おにび', 'ヒートスタンプ', 'ステルスロック', 'ロックカット', 'げんしのちから', 'こうそくスピン', 'やきつくす']","[51.9, 48.1, 32.9, 32.9, 32.9, 15.2, 15.2, 11.4, 3.8]",['たいねつ'],[100.0],,,,
0838-000,9999,838,0,トロッゴン,,トロッゴン,"['ステルスロック', 'ボディプレス', 'だいばくはつ', 'リフレクター', 'おにび', 'ねむる', 'てっぺき', 'どろかけ', 'まきびし', 'こうそくスピン']","[63.5, 49.3, 35.5, 34.5, 28.1, 23.9, 21.0, 18.3, 16.9, 15.0]","['ほのおのからだ', 'じょうききかん', 'もらいび']","[49.8, 43.0, 7.2]","['しんかのきせき', 'ものまねハーブ']","[97.9, 2.1]","['くさ', 'じめん', 'ノーマル', 'ほのお', 'みず', 'いわ', 'フェアリー', 'ひこう']","[29.6, 15.5, 15.5, 12.7, 9.9, 8.5, 5.6, 2.8]"
0840-000,9999,840,0,カジッチュ,,カジッチュ,"['おどろかす', 'からにこもる', 'テラバースト', 'とびつく', 'ふいうち', 'ころがる', 'まるくなる']","[79.0, 69.4, 59.7, 59.7, 16.1, 3.2, 3.2]","['くいしんぼう', 'ぼうだん']","[75.0, 25.0]",['いのちのたま'],[100.0],['ほのお'],[100.0]
